index,First Author,Title,Year,Citations
895,"Dillon, Maurice","A study protocol for a randomised controlled feasibility trial of an
   intervention to increase activity and reduce sedentary behaviour in
   people with severe mental illness: Walking fOR Health (WORtH) Study",2021,0
904,"Gage, Heather","A feasibility trial of an intervention in alcohol dependence for
   structured preparation before detoxification versus usual care: the
   SPADe trial results",2021,0
906,"Nadarzynski, Tom","Feasibility study of the Home-based Exercises for Responsible Sex (HERS)
   intervention to promote correct and consistent condom use among young
   women",2021,0
924,"Holmes, Joni","A classroom intervention targeting working memory, attention and
   language skills: a cluster randomised feasibility trial",2021,0
932,"Peeples, Amanda","Evaluation of smoking cessation interventions for veterans in HIV
   clinics in the United States: a theory-informed concurrent mixed-method
   study",2021,0
933,"Hochard, Kevin D.","A review of stress management interventions for the oncology nursing
   workforce: What do we know and what should we be doing differently?",2021,0
954,"Gee, Brioney","Interpersonal counselling for adolescent depression delivered by youth
   mental health workers without core professional training: a feasibility
   randomised controlled trial study protocol",2020,0
1085,"van Schayck, Onno C.   P.","Home-based smoking prevention program Smoke-free Kids on smoking-related
   cognitions: Secondary outcomes from a cluster randomized controlled
   trial",2016,0
1202,"Mcilroy,   David","A mixed-methods evaluation of the acceptability and fidelity of the
   James' Place model for men experiencing suicidal crisis",2023,0
1203,"Camic,   Paul M.",``Better Living with Non-memory-led Dementia{'',2023,0
1205,"Tarride,   Jean-Eric","Motivational interviewing to promote healthy behaviors for obesity
   prevention in young adults (MOTIVATE): a pilot randomized controlled
   trial protocol",2023,0
1207,"Weinstein, Olivia","Growing Healthy Hearts: a single-arm feasibility study of a digitally
   delivered gardening, cooking, and nutrition intervention for adults with
   risk factors for cardiovascular disease",2023,0
1209,"Pradhan,   Indira","Development and testing the feasibility of a sports-based mental health
   promotion intervention in Nepal: a protocol for a pilot
   cluster-randomised controlled trial",2023,0
1210,"Colasante, Tyler","Nurturing child social-emotional development: evaluation of a pre-post
   and 2-month follow-up uncontrolled pilot training for caregivers and
   educators",2023,0
1212,"Wilton, Leo","Using Decision Analysis for Intervention Value Efficiency to Select
   Optimized Interventions in the Multiphase Optimization Strategy",2023,0
1213,"Farewell,   Charlotte V.","My Baby, My Move plus : feasibility of a community prenatal wellbeing
   intervention",2023,0
1214,"Blaker, Joshua M.","Improving reflective evaluations of sport through repeated experiences
   of fun-rationale, design, feasibility, and acceptability of the PlayFit
   Youth Sport Program",2023,0
1216,"McNamara,   John","Assessing the feasibility, fidelity and acceptability of a behaviour
   change intervention to improve tractor safety on farms: protocol for the
   BeSafe tractor safety feasibility study",2023,0
1217,"Bryant,   Maria","A randomised controlled feasibility trial of an early years language
   development intervention: results of the `outcomes of Talking Together
   evaluation and results' (oTTer) project",2023,0
1219,"Borisov, Radoslav","Social phobia and evasiveness: trial protocol for a randomized
   controlled feasibility and superiority trial of the effect of Modified
   Collaborative Assessment vs. standard assessment on patients' readiness
   for psychotherapy (CO-ASSM-RCT)",2023,0
1220,"Cotner, Michaela A.","Systematic braiding of Smoke-Free Home SafeCare to address child
   maltreatment risk and secondhand smoke exposure: findings from a pilot
   study",2023,0
1222,"Havighurst,   Sophie","Evaluating an emotion coaching programme for parents of young
   adolescents attending Child Adolescent Mental Health Services (CAMHS) in
   New Zealand: protocol for a multi-site feasibility trial including
   co-design with service users",2023,0
1223,"Shahzad,   Salman","Culturally adapted motivational interviewing with cognitive behavior
   therapy and mindfulness-based relapse prevention for substance use
   disorder in Pakistan (CAMAIB): protocol for a feasibility factorial
   randomised controlled trial",2023,0
1227,"Katz,   Laurence Y.","The Building Emotional Awareness and Mental health (BEAM) program
   developed with a community partner for mothers of infants: protocol for
   a feasibility randomized controlled trial",2023,0
1228,"Fong,   Kenneth N. K.","Development and feasibility of first- and third-person motor imagery for
   people with stroke living in the community",2023,0
1230,"Kothe,   Emily","How to improve the diet of toddlers? The feasibility of an online,
   habit-based intervention targeting parental feeding behaviour",2022,0
1238,"Leathersich, M.","Evaluating Palin Stammering Therapy for School Children (Patin STSC
   8-14): protocol for a feasibility randomised controlled trial comparing
   Patin STSC(8-14) with usual treatment",2022,0
1239,"Herrenkohl, I, Todd","Michigan Model for Health™ Learning to Enhance and Adapt for Prevention
   (Mi-LEAP): protocol of a pilot randomized trial comparing Enhanced
   Replicating Effective Programs versus standard implementation to deliver
   an evidence-based drug use prevention curriculum",2022,0
1244,"Westerterp-Plantenga, Margriet","Forming New Health Behavior Habits During Weight Loss Maintenance-The
   PREVIEW Study",2022,0
1251,"Olckers, Patti","Health systems strengthening interventions for perinatal common mental
   disorders and experiences of domestic violence in Cape Town, South
   Africa: protocol for a pilot implementation study",2022,0
1257,"Donmez, Fulya","`Playlist for Life' at the end of life: a mixed-methods feasibility
   study of a personalised music listening intervention in the hospice
   setting",2022,0
1261,"Goddard,   Mark","The READ-IT study protocol for a feasibility randomised controlled trial
   of using a support worker/family carer mediated online reading programme
   to teach early reading skills to adults with intellectual disabilities",2022,0
1262,"Merom,   Dafna","Development of GERAS DANcing for Cognition and Exercise (DANCE): a
   feasibility study",2022,0
1268,"McAuley, Judith","A study protocol for a randomised controlled feasibility trial of an
   intervention to increase activity and reduce sedentary behaviour in
   people with severe mental illness: Walking fOR Health (WORtH) Study",2021,0
1278,"Brown,   Katherine","Feasibility study of the Home-based Exercises for Responsible Sex (HERS)
   intervention to promote correct and consistent condom use among young
   women",2021,0
1294,"Henry, Lucy","A classroom intervention targeting working memory, attention and
   language skills: a cluster randomised feasibility trial",2021,0
1302,"Awuah, Crystal","Evaluation of smoking cessation interventions for veterans in HIV
   clinics in the United States: a theory-informed concurrent mixed-method
   study",2021,0
1320,"Murdoch,   Jamie","Interpersonal counselling for adolescent depression delivered by youth
   mental health workers without core professional training: a feasibility
   randomised controlled trial study protocol",2020,0
1437,"Otten, Roy","Home-based smoking prevention program Smoke-free Kids on smoking-related
   cognitions: Secondary outcomes from a cluster randomized controlled
   trial",2016,0
1536,"Poole, Helen","A mixed-methods evaluation of the acceptability and fidelity of the
   James' Place model for men experiencing suicidal crisis",2023,0
1537,"McKee-Jackson, Roberta",``Better Living with Non-memory-led Dementia{'',2023,0
1539,"Kwan, Matthew","Motivational interviewing to promote healthy behaviors for obesity
   prevention in young adults (MOTIVATE): a pilot randomized controlled
   trial protocol",2023,0
1541,"Choi, Hena","Growing Healthy Hearts: a single-arm feasibility study of a digitally
   delivered gardening, cooking, and nutrition intervention for adults with
   risk factors for cardiovascular disease",2023,0
